tweet_id,replies_count,retweets_count,likes_count,target,label,confidence_score
1446511813189935104,1,0,5,0,non-depressed,1
1446511967645179904,1,0,0,0,non-depressed,1
1446512108338704384,0,0,1,0,non-depressed,1
1446512173757472768,1,1,1,0,non-depressed,1
1446512300224040704,1,0,4,0,non-depressed,1
1446512301390000128,0,0,1,1,mild,0.659
1446512332838998016,0,0,0,0,non-depressed,1
1446512346860441600,1,0,2,0,non-depressed,1
1446512373834075904,0,0,4,0,non-depressed,1
1446512447225876480,2,3,30,0,non-depressed,1
1446512551181922304,0,0,1,0,non-depressed,1
1446512607389573120,1,0,1,0,non-depressed,1
1446512682828382208,0,0,1,0,non-depressed,1
1446512747458428928,1,0,1,0,non-depressed,1
1446512752781144064,12,7,81,0,non-depressed,0.69
1446512769961021440,2,0,2,0,non-depressed,0.667
1446512787971350528,0,0,1,0,non-depressed,1
1446512792769466368,1,0,20,0,non-depressed,0.659
1446512845659705088,0,0,0,0,non-depressed,1
1446512858532089856,1,0,4,0,non-depressed,1
1446512944716685312,0,0,2,0,non-depressed,0.663
1446513039054974720,1,1,8,0,non-depressed,1
1446513040443285504,0,0,1,0,non-depressed,0.667
1446513127454121984,0,0,3,0,non-depressed,1
1446513134433304320,1,0,2,0,non-depressed,1
1446513289811267584,1,0,2,0,non-depressed,1
1446513412113043456,1,0,1,0,non-depressed,1
1446513484976607232,1,0,1,0,non-depressed,1
1446513835020410880,1,0,1,0,non-depressed,1
1446513941757275904,6,2,10,0,non-depressed,1
1446513971536834304,2,0,3,1,mild,0.663
1446514135194378240,0,0,8,0,non-depressed,1
1446514284364812288,0,0,0,0,non-depressed,1
1446514311627747328,1,0,1,0,non-depressed,1
1446514421489041408,1,0,2,0,non-depressed,1
1446514452979798016,0,0,0,0,non-depressed,1
1446514558835777536,1,0,4,2,moderate,0.655
1446514602808856320,0,0,2,0,non-depressed,1
1446514694575968256,0,0,3,0,non-depressed,1
1446514877451968512,0,0,0,0,non-depressed,0.659
1446514893138530304,1,0,9,0,non-depressed,1
1446514906006794240,0,0,0,1,mild,0.659
1446515008607719424,0,0,0,0,non-depressed,0.667
1446515033681403904,0,0,2,0,non-depressed,1
1446515118045499136,1,0,1,0,non-depressed,1
1446515124475469824,0,0,0,0,non-depressed,1
1446515147128901632,0,0,0,0,non-depressed,1
1446515290657882112,0,6,7,0,non-depressed,1
1446515327710416896,0,0,0,0,non-depressed,1
1446515336258494464,0,0,1,0,non-depressed,1
1446515348157632512,1,0,0,0,non-depressed,0.667
1446515572670283520,0,0,4,0,non-depressed,1
1446515640588595200,0,0,3,0,non-depressed,0.679
1446515672909967104,1,0,0,0,non-depressed,1
1446515742317350912,0,0,1,0,non-depressed,1
1446515866632290304,0,0,0,0,non-depressed,1
1446515879462588416,0,0,1,0,non-depressed,1
1446515914766262272,0,1,6,0,non-depressed,1
1446516027819446272,1,0,3,1,mild,0.651
1446516051492093952,0,0,0,0,non-depressed,1
1446516188419399680,0,0,0,0,non-depressed,1
1446516191808212736,0,0,0,2,moderate,0.659
1446516207440601088,0,0,1,1,mild,0.667
1446516271965741056,1,0,1,1,mild,0.674
1446516478866567168,1,0,0,0,non-depressed,1
1446516527226920704,2,0,3,0,non-depressed,1
1446516741841068032,0,0,5,0,non-depressed,0.69
1446516751324356608,0,0,2,1,mild,0.667
1446516817330118656,0,0,0,1,mild,0.651
1446516833163649024,0,0,0,0,non-depressed,1
1446516859814092800,0,0,0,2,moderate,0.667
1446516860967587840,3,0,5,1,mild,1
1446516982182907904,1,0,0,0,non-depressed,0.67
1446516999505551104,1,0,1,0,non-depressed,1
1446517049128329216,1,0,1,0,non-depressed,0.67
1446517097606037504,1,0,1,2,moderate,0.655
1446517315638632448,0,1,9,2,moderate,0.659
1446517348827995904,0,0,0,2,moderate,0.659
1446517369166340096,1,1,0,0,non-depressed,1
1446517423906111488,0,0,1,0,non-depressed,1
1446517599722868736,1,0,1,0,non-depressed,1
1446517843055583232,2,0,1,0,non-depressed,1
1446517911158464512,1,0,0,1,mild,1
1446517928992595968,0,0,7,0,non-depressed,1
1446517986345590784,0,0,0,3,severe,0.674
1446518015525228288,0,1,2,0,non-depressed,1
1446518023603511296,1,0,0,0,non-depressed,1
1446518055455109120,0,6,10,0,non-depressed,1
1446518138825285632,0,0,1,0,non-depressed,1
1446518153551433728,1,0,1,0,non-depressed,0.663
1446518263920406528,0,0,0,0,non-depressed,1
1446518315149520896,0,0,0,0,non-depressed,1
1446518370497536000,0,0,1,0,non-depressed,1
1446518386943566080,1,0,2,1,mild,0.663
1446518478186417920,1,0,3,0,non-depressed,0.682
1446518499388661504,0,0,0,0,non-depressed,1
1446518511858298880,0,0,0,0,non-depressed,1
1446518516958515200,1,0,1,0,non-depressed,0.682
1446518521161293824,1,0,0,0,non-depressed,0.663
1446518682537005056,3,5,41,0,non-depressed,1
1446518715428872192,0,0,1,0,non-depressed,1
1446518796186001408,1,1,10,1,mild,0.655
1446518809284595712,0,173,319,0,non-depressed,1
1446518809603579904,0,0,0,0,non-depressed,1
1446518841367044096,0,0,1,0,non-depressed,1
1446518945003958272,1,0,1,0,non-depressed,1
1446519119055134720,2,0,0,0,non-depressed,0.67
1446519161727881216,0,0,3,0,non-depressed,1
1446519193491361536,1,0,2,0,non-depressed,0.659
1446519553404530688,0,0,1,0,non-depressed,1
1446519591962808320,0,0,2,0,non-depressed,1
1446519639920594688,1,7,27,0,non-depressed,1
1446520137641861120,0,3,21,0,non-depressed,1
1446520158965714688,0,0,1,0,non-depressed,1
1446520161314512896,0,0,0,2,moderate,0.663
1446520197385527296,1,0,1,1,mild,0.674
1446520223486681088,0,0,0,0,non-depressed,0.686
1446520413941637120,0,1,2,0,non-depressed,0.682
1446520437039579136,0,0,0,0,non-depressed,1
1446520438910185472,0,0,1,0,non-depressed,1
1446520525841473536,0,0,0,1,mild,0.674
1446520556698980352,0,0,2,0,non-depressed,1
1446520557084811264,1,0,1,0,non-depressed,1
1446520778862862336,0,0,0,0,non-depressed,1
1446520821053370368,0,0,0,0,non-depressed,1
1446520840837734400,1,0,0,0,non-depressed,1
1446520850832756736,0,0,3,0,non-depressed,1
1446520895191793664,0,0,1,0,non-depressed,0.674
1446520983465050112,0,0,0,0,non-depressed,0.667
1446521003908243456,0,0,0,0,non-depressed,0.674
1446521023424339968,0,0,0,0,non-depressed,1
1446521030344855552,0,0,4,0,non-depressed,1
1446521312571125504,1,0,2,0,non-depressed,1
1446521465160015872,1,0,1,0,non-depressed,0.667
1446521468146364416,0,0,0,0,non-depressed,1
1446521518318657536,3,0,0,0,non-depressed,1
1446521582407626752,0,0,13,0,non-depressed,0.67
1446521591341453312,1,2,2,0,non-depressed,0.67
1446521643426271232,0,0,0,0,non-depressed,1
1446521681204424704,0,0,1,0,non-depressed,0.655
1446521751412826112,3,0,8,0,non-depressed,1
1446521784354971648,1,0,3,0,non-depressed,1
1446521877854396416,1,0,2,0,non-depressed,1
1446522177692467200,0,0,2,0,non-depressed,1
1446522179630374912,0,0,4,0,non-depressed,1
1446522257694670848,0,0,0,0,non-depressed,0.671
1446522280339812352,2,0,9,0,non-depressed,0.667
1446522348019097600,0,0,0,1,mild,0.674
1446522568047923200,0,0,0,1,mild,0.667
1446522597945061120,2,1,7,0,non-depressed,0.674
1446522708171362304,1,0,0,0,non-depressed,1
1446522745697837056,0,0,0,0,non-depressed,0.663
1446522753209745408,0,0,1,0,non-depressed,1
1446522956012822528,1,0,0,0,non-depressed,1
1446523059100340224,0,0,0,0,non-depressed,1
1446523059691786240,0,0,0,0,non-depressed,1
1446523067543560192,1,0,2,1,mild,0.682
1446523080638087168,2,6,2,0,non-depressed,1
1446523246896193536,1,0,5,0,non-depressed,1
1446523290307096320,0,0,1,1,mild,0.651
1446523299014615040,1,0,1,1,mild,1
1446523480690864128,2,0,3,0,non-depressed,1
1446523646231580672,26,0,95,0,non-depressed,1
1446523768109604864,0,0,1,0,non-depressed,1
1446523873302913024,0,0,0,1,mild,0.663
1446523981415292928,2,0,0,0,non-depressed,1
1446523986465234688,0,0,0,0,non-depressed,1
1446524005435854848,0,1,1,0,non-depressed,0.679
1446524028265500672,0,0,0,3,severe,0.651
1446524035958021888,3,0,14,0,non-depressed,0.678
1447294241198252032,1,0,0,3,severe,1
1446524262630797312,1,0,1,0,non-depressed,0.67
1446524284680093696,0,0,0,2,moderate,0.667
1446524457145626624,0,0,0,1,mild,0.667
1446524458521358336,0,0,0,0,non-depressed,0.667
1446524500506406912,3,0,21,0,non-depressed,1
1446524554256568320,0,3,13,0,non-depressed,1
1446524589924814848,0,1,6,0,non-depressed,1
1446524606529998848,0,1,2,0,non-depressed,1
1446524606601474048,1,0,3,1,mild,0.659
1446524624909455104,0,0,5,0,non-depressed,1
1446524735664361472,0,0,0,0,non-depressed,1
1446524837011337216,0,0,0,0,non-depressed,0.67
1446525044524556288,0,0,1,0,non-depressed,1
1446525146693521408,1,0,3,0,non-depressed,1
1446525206537834496,1,0,0,0,non-depressed,1
1446525296304431104,0,0,0,0,non-depressed,1
1446525429079183104,1,0,1,0,non-depressed,0.651
1446525487380000768,0,0,0,0,non-depressed,0.659
1446525545194430464,0,0,1,0,non-depressed,0.674
1446525640140857088,0,5,12,0,non-depressed,1
1446525672302813184,0,0,0,2,moderate,0.663
1446525811654373120,0,0,0,0,non-depressed,1
1446525823700410368,0,0,3,0,non-depressed,1
1446525902159060992,1,0,1,0,non-depressed,0.682
1446526074129719296,0,0,0,0,non-depressed,0.67
1446526087299833856,0,0,1,0,non-depressed,1
1446526316396703488,1,0,0,0,non-depressed,0.674
1446526378179010304,0,0,0,0,non-depressed,1
1446526440451842048,1,0,1,0,non-depressed,1
1446526485934874624,2,0,1,0,non-depressed,1
1446526551739273216,1,0,0,0,non-depressed,0.67
1446526558940930048,1,0,0,0,non-depressed,0.67
1446526767683018752,1,0,0,0,non-depressed,1
1446526890269974528,1,0,25,0,non-depressed,1
1446526939146063872,0,0,0,0,non-depressed,1
1446527150723457024,1,0,1,0,non-depressed,1
1446527262283624448,1,0,5,0,non-depressed,1
1446527283544694784,0,0,0,0,non-depressed,1
1446527362372443904,1,0,2,1,mild,1
1446527503565312000,0,0,1,0,non-depressed,1
1446527545776689152,0,0,2,0,non-depressed,1
1446527815994707968,1,0,1,0,non-depressed,1
1446527835024338688,4,24,38,0,non-depressed,1
1446527910215503872,0,0,2,0,non-depressed,1
1446527913126334464,0,0,0,0,non-depressed,1
1446528079535349504,2,7,19,0,non-depressed,1
1446528108123803648,0,0,1,0,non-depressed,1
1446528110220898304,0,0,0,0,non-depressed,1
1446528204320251904,1,0,0,2,moderate,0.663
1446528438420971520,1,0,4,0,non-depressed,1
1446528543211487232,2,0,1,0,non-depressed,1
1446528608881631232,1,0,0,0,non-depressed,1
1446528616410619904,0,0,3,0,non-depressed,0.682
1446528686702796800,0,0,1,1,mild,0.67
1446528742109573120,1,0,0,0,non-depressed,0.674
1446528829368016896,1,0,9,0,non-depressed,0.686
1446528969336107008,0,0,0,0,non-depressed,0.667
1446529082355851264,1,0,1,0,non-depressed,0.667
1446529193064505088,0,0,1,1,mild,1
1446529228938387456,1,0,1,0,non-depressed,1
1446529472841359360,0,0,0,0,non-depressed,0.655
1446529592509046784,1,0,0,0,non-depressed,0.663
1446529713250476032,0,0,1,0,non-depressed,1
1446529722037542912,1,0,9,0,non-depressed,1
1446529784452829184,0,0,1,1,mild,0.674
1446529799548141568,0,0,9,0,non-depressed,1
1446529839058489088,0,0,3,0,non-depressed,1
1446529874785550336,1,0,0,0,non-depressed,1
1446529912840638464,1,0,3,0,non-depressed,1
1446529928095227904,2,0,12,0,non-depressed,1
1446529966385111040,0,0,1,0,non-depressed,1
1446530032986468352,1,0,2,0,non-depressed,1
1446530088376442880,1,0,1,0,non-depressed,1
1446530248791793664,0,0,0,0,non-depressed,1
1446530479105003520,18,0,24,1,mild,1
1446530544389525504,0,0,0,0,non-depressed,0.655
1446530569089818624,0,0,0,0,non-depressed,0.659
1446530875961876480,3,0,2,0,non-depressed,0.667
1446530938515726336,0,1,1,0,non-depressed,1
1446530981133910016,0,0,0,0,non-depressed,1
1446531272583507968,7,7,125,0,non-depressed,1
1446531339860287488,1,0,3,0,non-depressed,1
1446531464917667840,0,0,0,1,mild,1
1446531594106195968,0,0,1,0,non-depressed,1
1446531710141796352,1,0,3,1,mild,0.663
1446531796624154624,0,0,2,0,non-depressed,1
1446531846334939136,0,0,1,0,non-depressed,0.682
1446531991902564352,0,1,2,0,non-depressed,1
1446532005445832704,0,0,3,0,non-depressed,1
1446532057077886720,0,0,1,0,non-depressed,0.67
1446532066779143936,3,1,26,0,non-depressed,1
1446532176862875648,1,0,1,0,non-depressed,1
1446532227337097216,0,0,4,0,non-depressed,1
1446532304709439488,0,0,0,1,mild,0.67
1446532394207617024,0,0,0,3,severe,0.67
1446532405523795968,1,0,1,0,non-depressed,1
1446532434846261248,0,0,1,0,non-depressed,0.663
1446532543755472896,0,0,2,0,non-depressed,0.674
1446532563741384704,0,0,0,0,non-depressed,0.67
1446532577444069120,0,0,0,1,mild,0.663
1446532601330741248,0,1,1,0,non-depressed,0.674
1446532617872887808,0,0,0,0,non-depressed,0.663
1446532827923820288,0,0,0,0,non-depressed,0.682
1446532886182731520,0,0,0,0,non-depressed,1
1446532947700445184,0,0,0,0,non-depressed,1
1446532982731386880,0,0,0,0,non-depressed,1
1446533013127372800,0,0,0,0,non-depressed,1
1446533190861135872,1,0,1,0,non-depressed,1
1446533273807568896,1,0,3,0,non-depressed,1
1446533351469293568,0,0,1,1,mild,1
1446533470579150848,0,0,1,0,non-depressed,1
1446533744265945088,0,0,1,0,non-depressed,0.682
1446533793527963648,1,0,6,0,non-depressed,1
1446533808849702912,0,0,6,0,non-depressed,1
1446534083975081984,0,0,11,0,non-depressed,1
1446534101083820032,0,0,0,0,non-depressed,0.67
1446234816148647936,1,0,1,2,moderate,1
1446534206805381120,3,0,25,0,non-depressed,1
1446534483826523904,0,0,0,2,moderate,0.659
1446534662403215104,0,0,0,1,mild,0.686
1446534709358567424,1,0,2,0,non-depressed,1
1446534743311278080,1,0,0,0,non-depressed,1
1446534811619889152,0,0,2,0,non-depressed,0.674
1446534982298738688,0,0,1,0,non-depressed,0.667
1446535092264910848,26,15,60,0,non-depressed,1
1446535194245271552,0,0,0,0,non-depressed,1
1446535216907137024,0,0,1,0,non-depressed,1
1446535334779658240,2,0,3,0,non-depressed,0.678
1446535466942177280,1,2,1,0,non-depressed,0.667
1446535485971595264,0,0,0,0,non-depressed,1
1446535515335839488,0,0,0,0,non-depressed,1
1446535667492610048,0,0,4,0,non-depressed,0.678
1446535777240879104,0,0,3,0,non-depressed,0.67
1446535808798769152,1,0,1,0,non-depressed,1
1446535827278925824,0,0,1,1,mild,0.674
1446535929439555584,1,0,2,0,non-depressed,1
1446535979880357888,0,0,0,0,non-depressed,1
1446536110742642688,0,0,1,1,mild,0.659
1446536145299517440,0,0,0,0,non-depressed,0.674
1446536223871229952,0,0,4,0,non-depressed,0.675
1446536251545247488,0,0,1,0,non-depressed,1
1446536327563030528,0,0,2,0,non-depressed,0.686
1446536447838752768,174,868,6093,1,mild,0.674
1446536528667107328,0,1,0,0,non-depressed,0.674
1446536538561540096,0,0,0,0,non-depressed,0.67
1446536793323626496,1,0,1,0,non-depressed,1
1446536913247109120,1,1,1,2,moderate,0.674
1446537064837570304,0,0,0,0,non-depressed,1
1446537068667154432,2,2,6,0,non-depressed,0.674
1446537137684467712,1,2,6,1,mild,0.667
1446537256907513856,2,0,3,3,severe,0.659
1446537265178681088,0,1,6,0,non-depressed,0.667
1446537288113082368,0,0,0,1,mild,0.675
1446537356954247168,1,0,0,0,non-depressed,1
1446537538567647232,1,0,2,1,mild,1
1446537635984510720,1,0,1,0,non-depressed,0.674
1446537641764298752,1,0,1,0,non-depressed,1
1446537673225735936,0,0,5,2,moderate,0.67
1446537725230911488,2,0,1,0,non-depressed,1
1446537812489261056,0,2,4,0,non-depressed,0.674
1446537850464309248,0,0,1,0,non-depressed,0.675
1446537887181258752,1,0,13,1,mild,0.67
1446538062482350080,0,0,0,1,mild,0.663
1446538200441401088,2,0,0,1,mild,0.667
1446538246826205184,0,0,3,0,non-depressed,1
1446538253327347712,0,0,0,0,non-depressed,0.663
1446538286281989888,0,0,1,0,non-depressed,0.667
1446538410886254336,1,0,2,2,moderate,0.655
1446538452997132288,0,0,0,0,non-depressed,1
1446538506457788416,2,0,2,0,non-depressed,1
1446538525944520704,0,0,1,0,non-depressed,0.659
1446538612481282048,2,0,2,0,non-depressed,1
1446538635898195968,1,0,0,0,non-depressed,0.67
1446538696468180736,0,0,0,2,moderate,0.659
1446538731465347072,0,0,0,0,non-depressed,0.663
1446538786511458304,0,0,3,0,non-depressed,1
1446539036651180032,1,0,3,1,mild,0.659
1446539056356093952,1,0,0,0,non-depressed,1
1446539100085833728,3,0,15,2,moderate,0.674
1446539302976974848,1,0,1,0,non-depressed,1
1446539343091339264,1,0,0,0,non-depressed,1
1446539393162829824,0,0,5,0,non-depressed,0.663
1446539400423165952,0,0,1,0,non-depressed,1
1446539417913593856,0,0,0,0,non-depressed,1
1446539420673273856,0,0,4,0,non-depressed,0.674
1446539499123531520,0,0,0,0,non-depressed,0.659
1446539676765019904,0,0,4,1,mild,0.663
1446539706330615808,0,0,2,0,non-depressed,1
1446539718154457088,0,0,1,0,non-depressed,0.667
1446539838094675968,0,0,3,0,non-depressed,0.659
1446539868717387520,1,0,0,0,non-depressed,1
1446539952406290432,0,0,1,0,non-depressed,0.67
1446539980264853504,1,0,1,0,non-depressed,0.682
1446540038762815488,0,0,3,1,mild,0.659
1446540078038216704,0,0,0,0,non-depressed,1
1446540083688005632,2,0,8,0,non-depressed,1
1446540223949643520,0,0,1,2,moderate,0.667
1446540250579341312,1,0,2,0,non-depressed,1
1446540268107403264,1,0,1,1,mild,1
1446540764394278912,1,0,2,0,non-depressed,1
1446540842798362624,0,0,2,1,mild,1
1.44654E+18,1,0,0,0,non-depressed,1
1446541031470780416,0,0,0,0,non-depressed,0.674
1446541044884070400,0,0,1,3,severe,0.659
1446541127960518656,1,0,0,0,non-depressed,1
1446541163293552640,1,0,0,0,non-depressed,1
1446541189717626880,0,0,2,0,non-depressed,1
1446541196684189696,0,0,0,1,mild,0.686
1446541305107070720,1,0,9,0,non-depressed,0.686
1446541328385511424,1,0,3,1,mild,1
1446541478084313088,1,0,4,2,moderate,0.674
1446541482823933952,1,0,65,2,moderate,0.67
1446541554739564288,0,0,0,0,non-depressed,1
1447719212026375936,0,0,0,0,non-depressed,1
1446541783442284288,1,0,2,0,non-depressed,0.686
1446541788936916736,2,0,2,0,non-depressed,0.674
1446541908575150080,0,0,2,0,non-depressed,1
1446541995317595904,1,0,0,0,non-depressed,0.663
1446542069208698880,1,0,0,0,non-depressed,1
1446542382263115520,0,0,0,0,non-depressed,0.667
1446542430161936384,0,0,0,0,non-depressed,1
1446542478882996224,1,0,0,0,non-depressed,0.667
1446542529369935872,1,0,0,1,mild,0.667
1446542571505917952,1,0,2,0,non-depressed,1
1446542651143036928,1,0,4,1,mild,0.667
1446542797834788864,0,0,0,2,moderate,1
1446542870308130816,0,0,0,0,non-depressed,1
1446542901912145920,0,0,0,1,mild,0.659
1446542920161509120,0,0,0,0,non-depressed,1
1446542935869296640,1,0,9,0,non-depressed,0.659
1446542949643337728,0,0,0,1,mild,0.682
1446542977795563520,0,0,0,0,non-depressed,0.667
1446543089397555200,0,0,1,0,non-depressed,1
1446543151469142016,0,0,0,0,non-depressed,1
1446543152765095936,1,0,44,0,non-depressed,1
1446543265793200128,0,0,0,0,non-depressed,1
1446543288593440768,2,0,3,0,non-depressed,0.663
1446543324941271040,0,0,0,0,non-depressed,1
1446543329525702656,0,0,0,2,moderate,0.667
1446543480940027904,11,4,72,0,non-depressed,0.663
1446543485859991552,0,0,0,0,non-depressed,1
1446543572782702336,0,0,0,0,non-depressed,0.69
1446543610451746816,1,0,1,0,non-depressed,1
1446543657943851008,0,0,0,0,non-depressed,1
1446543736595484672,1,0,0,0,non-depressed,1
1446543740873572352,0,0,0,3,severe,1
1446543876127219712,11,5,66,0,non-depressed,0.67
1446543981794533120,0,0,0,3,severe,0.659
1446544036827914240,1,0,2,0,non-depressed,1
1446544144038567936,0,1,0,1,mild,1
1446544159658160128,1,1,7,0,non-depressed,1
1446544270878466048,3,0,5,2,moderate,0.674
1446544318240591872,1,0,0,0,non-depressed,1
1446544330538291200,0,0,1,0,non-depressed,1
1446544406367121408,1,0,0,0,non-depressed,1
1446544515720962048,0,0,1,0,non-depressed,1
1446544556690903040,0,0,1,0,non-depressed,0.674
1446544580665511936,0,0,0,3,severe,0.674
1446544643454169088,3,0,0,1,mild,1
1446544726639923200,3,0,28,0,non-depressed,1
1446544779756638208,0,0,0,0,non-depressed,1
1446544885453147904,0,0,2,0,non-depressed,1
1446544912435064832,0,0,0,0,non-depressed,1
1446544984270769920,0,0,0,2,moderate,0.659
1446545078797930496,0,0,0,0,non-depressed,1
1446545098867716096,0,0,0,1,mild,0.655
1446544984270769920,0,0,1,3,severe,0.655
1446545320997965824,1,3,25,0,non-depressed,0.682
1446545366694854656,0,0,0,0,non-depressed,0.674
1446545501755686912,1,0,0,0,non-depressed,0.659
1446545582177361920,0,0,0,0,non-depressed,1
1446545601794084864,0,0,7,0,non-depressed,0.655
1446545628545396736,0,0,4,2,moderate,0.663
1446545670974869504,0,0,0,0,non-depressed,1
1446545673910849536,0,0,0,0,non-depressed,1
1446545712767016704,1,0,1,0,non-depressed,1
1446545754793791488,1,0,1,0,non-depressed,1
1446545765053173504,0,0,0,0,non-depressed,1
1446545891217731584,1,0,2,0,non-depressed,1
1446545895584145408,0,0,1,1,mild,1
1446546159212761088,0,0,0,2,moderate,0.678
1446546192922517504,1,0,0,0,non-depressed,1
1446546235511427072,1,0,1,0,non-depressed,0.686
1446546277743857664,1,0,3,0,non-depressed,1
1446546335654686720,1,0,9,0,non-depressed,0.686
1446546490076368896,0,0,0,0,non-depressed,0.663
1446546658347651072,0,0,1,1,mild,0.667
1446546725586439936,0,0,0,3,severe,0.663
1446546801205653504,0,0,3,0,non-depressed,1
1446546920076414720,0,0,0,1,mild,0.659
1446547099202555904,2,0,1,1,mild,1
1446547311052660736,1,4,9,0,non-depressed,1
1446547413850787840,0,0,1,0,non-depressed,0.663
1446547443173232640,0,0,3,0,non-depressed,1
1446547462831935488,0,0,2,1,mild,0.67
1446547613147402240,0,1,1,0,non-depressed,1
1446547637432463104,1,0,0,0,non-depressed,1
1446547687994757120,1,0,40,2,moderate,0.678
1446548007806242816,0,0,5,0,non-depressed,1
1446548099695001600,0,0,0,1,mild,0.667
1446548128946130688,0,0,0,0,non-depressed,1
1446548348241121280,1,0,0,0,non-depressed,1
1446548367807549440,0,0,2,0,non-depressed,0.67
1446548399940112384,0,0,1,0,non-depressed,1
1446548422052483072,1,0,3,0,non-depressed,1
1446548476821704704,0,0,0,1,mild,0.659
1446548526427619328,0,0,0,0,non-depressed,0.67
1446548584418225920,0,0,0,1,mild,1
1446548869802864640,0,0,2,0,non-depressed,0.674
1446548923657687040,1,0,1,0,non-depressed,1
1446549008864796672,2,0,2,1,mild,0.663
1446549038136971264,1,0,5,0,non-depressed,1
1446549048933093120,0,0,0,0,non-depressed,0.659
1446549191182979072,0,0,1,1,mild,0.67
1446549332463919104,1,0,2,0,non-depressed,1
1446549419638329088,1,0,3,0,non-depressed,0.667
1446549473316966400,0,0,0,0,non-depressed,1
1446549564975038464,0,0,0,0,non-depressed,1
1446549804906164224,4,0,14,0,non-depressed,1
1446549840272494592,0,0,0,0,non-depressed,1
1446549943699722240,0,0,0,1,mild,0.659
1446549983289872384,0,0,3,3,severe,1
1446550022078795520,0,0,0,0,non-depressed,0.663
1446550150642642688,0,0,0,0,non-depressed,1
1446550435347803904,0,0,1,0,non-depressed,0.659
1446550475457929216,0,1,13,1,mild,0.659
1446550503169695488,0,0,2,0,non-depressed,1
1446550571285110784,1,0,2,1,mild,0.663
1446550572811763712,0,0,4,0,non-depressed,0.667
1446550918883778304,1,0,0,0,non-depressed,1
1446550962051682304,1,0,0,0,non-depressed,1
1446550975414734848,2,1,5,0,non-depressed,1
1446550995941707520,0,0,1,0,non-depressed,1
1446551134441771008,0,0,0,0,non-depressed,1
1446551137583304704,1,0,2,0,non-depressed,0.663
1446551229480505088,2,0,16,0,non-depressed,1
1446551262556741632,0,0,1,0,non-depressed,1
1446551288792113152,2,0,3,0,non-depressed,0.67
1446551396149436416,0,0,0,0,non-depressed,1
1446551468979461888,0,8,57,0,non-depressed,1
1446551536092385280,0,0,1,0,non-depressed,0.667
1446551567621099520,0,0,0,0,non-depressed,1
1446551688228311040,0,0,1,0,non-depressed,0.682
1446551734604677120,0,0,0,2,moderate,1
1446551804699938816,0,0,0,0,non-depressed,0.651
1446551846244466688,1,0,0,2,moderate,0.667
1446551908471164928,0,0,0,0,non-depressed,0.663
1446551910299934720,1,0,2,1,mild,0.667
1446551978264432640,0,0,17,1,mild,0.667
1446552000016133888,2,0,2,0,non-depressed,1
1446552002847248384,1,0,4,1,mild,0.674
1446552016168357888,0,0,0,0,non-depressed,1
1446552076465721088,0,0,0,1,mild,0.659
1446552251783331840,1,0,2,0,non-depressed,0.663
1446552340689866752,1,1,4,0,non-depressed,0.67
1446552364526276608,14,0,23,0,non-depressed,1
1446552429726679040,1,0,1,0,non-depressed,1
1446552461221584896,0,0,0,0,non-depressed,1
1446552515814756352,1,0,2,0,non-depressed,1
1446552523779845888,0,1,2,0,non-depressed,1
1446552526409588736,1,1,9,0,non-depressed,1
1446552559183810304,0,0,0,1,mild,1
1446552601743527936,1,0,8,0,non-depressed,0.682
1446552908099641088,0,0,2,0,non-depressed,1
1446553000223334400,0,0,1,0,non-depressed,1
1446553028983758848,0,0,3,0,non-depressed,1
1446553034889302016,1,0,2,1,mild,0.663
1446553247012032512,1,0,6,0,non-depressed,0.667
1446553305077977088,5,0,15,0,non-depressed,0.655
1446553306046808064,0,0,0,0,non-depressed,1
1446553312984240128,1,0,0,0,non-depressed,1
1446553407926456320,0,1,1,0,non-depressed,0.655
1446553412288483328,1,0,0,2,moderate,1
1446553450687307520,0,0,0,3,severe,1
1446553460535615488,0,0,0,0,non-depressed,0.663
1446553503002808320,0,0,2,0,non-depressed,1
1446553651661651968,0,0,1,0,non-depressed,1
1446553766837186304,0,0,0,0,non-depressed,1
1446553854544384000,2,0,6,0,non-depressed,1
1446553921737134080,3,3,10,0,non-depressed,1
1446554019485388800,0,0,0,0,non-depressed,1
1446554022698045440,1,0,0,0,non-depressed,1
1446554165128400896,1,1,171,0,non-depressed,1
1446554293910310912,0,0,6,0,non-depressed,1
1446554426290868224,1,0,2,0,non-depressed,1
1446554430359306240,0,0,3,0,non-depressed,1
1446554493672251136,0,0,0,0,non-depressed,1
1446554556649783296,0,0,0,0,non-depressed,1
1446554568498860032,0,0,1,0,non-depressed,1
1446569513726746624,1,0,0,3,severe,1
1446554658194001920,0,0,2,2,moderate,0.663
1446554697645625088,0,1,1,0,non-depressed,0.667
1446554713114255104,0,0,1,0,non-depressed,1
1446554870270636032,0,0,1,1,mild,0.667
1446554997567590400,2,7,29,0,non-depressed,0.667
1446555032078454784,0,0,10,0,non-depressed,1
1446555272445509632,1,0,1,0,non-depressed,1
1446555323322535936,2,0,0,0,non-depressed,1
1446555382856486912,0,0,1,0,non-depressed,1
1446555523000766464,1,0,0,0,non-depressed,1
1446555537034907648,0,1,1,0,non-depressed,0.659
1446555560044740608,0,0,0,0,non-depressed,1
1446555574875959296,0,0,4,0,non-depressed,1
1446555720581849088,1,0,0,0,non-depressed,1
1446555827184324608,0,0,0,0,non-depressed,1
